,index,job_title,company_name,Excel,Python,R,Java,Scala,C/C++,MATLAB,SAS,SQL/databases,Oracle,SPSS,Stata,Machine Learning,Data Mining/Analytics,NLP,Visualisation,Big Data,AWS Cloud,Probability,Support Vector Machines,Neural Networks,GCP,Jason,xml,Azure,Google Cloud,Mathematics,IBM,Algebra,Statistics,Operations research,DevOps,Git,presentation,management,agile,SDLC,decision making,problem solving,Team building,project_management,leadership,consulting
1341,https://ca.linkedin.com/jobs/view/specialist-data-scientist-data-and-advanced-analytics-at-cpp-investments-1757132964?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Specialist Data Scientist, Data and Advanced Analytics",CPP Investments,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1342,https://ca.linkedin.com/jobs/view/data-scientist-at-delan-1716380032?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Not found,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,https://ca.linkedin.com/jobs/view/senior-data-scientist-toronto-at-intact-1760781296?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Senior Data Scientist (Toronto),Intact,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1344,https://ca.linkedin.com/jobs/view/data-scientist-at-delan-1766454815?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Not found,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,https://ca.linkedin.com/jobs/view/data-scientist-at-visa-1787559658?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Visa,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,https://ca.linkedin.com/jobs/view/data-scientist-i-at-td-1781541210?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist I,TD,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1347,https://ca.linkedin.com/jobs/view/data-scientist-at-rbc-1760688518?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,RBC,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
1348,https://ca.linkedin.com/jobs/view/data-scientist-at-bdo-canada-1790523506?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,BDO Canada,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
1349,https://ca.linkedin.com/jobs/view/data-scientist-i-at-amazon-1791923185?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist I,Amazon,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,https://ca.linkedin.com/jobs/view/data-scientist-at-postmates-inc-1616530965?refId=e407346c-1055-4cff-af2a-4c1c75570265&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Postmates Inc.,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
